N°;Désignation;Code Barre;Référence;Unité;Prix de Vente;Niveau d'Alerte;Stock Boutique;Stock Atelier;Stock Magasin1;Stock Magasin2;Stock Magasin3;Qté par Carton;Prix Achat Carton;Prix Achat Unitaire
1288;CAHIER TRAVAUX PRATIQUE  DE 200 PAGES;6932358558459;;UNITE;400,00;5;20,00;0,00;0,00;0,00;0,00;0;0;200
1289;REGLE FLEXIBLE 30CM;;;UNITE;300,00;5;72,00;0,00;0,00;0,00;0,00;0;0;200
1290;REGLE PLASTIQUE LAURÉAT 30CM;;;UNITE;200,00;5;48,00;0,00;0,00;0,00;0,00;0;0;100
1291;CAHIER DE DESSIN CALLIGRAPHE 32 PAGES;3210330181516;;UNITE;500,00;5;100,00;0,00;0,00;0,00;0,00;0;0;400
1292;CAHIER DE DESSIN LAURÉAT DE 32 PAGES;6910284752318;;UNITE;125,00;5;100,00;0,00;0,00;0,00;0,00;0;0;70
1293;CHEMISE CARTONNÉE;;;UNITE;50,00;5;100,00;0,00;0,00;0,00;0,00;0;0;35
1294;SOUS CHEMISE CARTONNÉE;;;UNITE;25,00;5;250,00;0,00;0,00;0,00;0,00;0;0;14
1295;CRAIE BLACHE;8000825538407;;PAQUET;1 100,00;5;16,00;0,00;0,00;0,00;0,00;0;0;907
1296;CRAIE DE COULEUR;8000825967559;;PAQUET;2 000,00;5;16,00;0,00;0,00;0,00;0,00;0;0;1750
1297;REGLE DE TABLEAU;;;UNITE;1 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;900
1298;EQUERRE DE TABLEAU;;;UNITE;1 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;850
1299;RAPPORTEUR DE TABLEAU;;;UNITE;1 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;850
1300;COMPAS DE TABLEAU EN PLASTIQUE;;;UNITE;2 000,00;5;5,00;0,00;0,00;0,00;0,00;0;0;1250
1303;STYLO SCHNEIDER ROUGE;4004675004604;;UNITE;100,00;5;250,00;0,00;0,00;0,00;0,00;0;0;78
1304;TAILLE CRAYON 2 TROUS;;;UNITE;300,00;5;30,00;0,00;0,00;0,00;0,00;0;0;233
1305;TAILLE CRAYON POUPÉ;;;UNITE;150,00;5;36,00;0,00;0,00;0,00;0,00;0;0;97
1306;TAILLE CRAYON CONTENEUR;;;UNITE;150,00;5;84,00;0,00;0,00;0,00;0,00;0;0;95
1307;TROUSSEAU SPACE;;;UNITE;750,00;5;12,00;0,00;0,00;0,00;0,00;0;0;500
1308;TROUSSEAU COULEUR;;;UNITE;1 000,00;5;10,00;0,00;0,00;0,00;0,00;0;0;750
1309;CHIFFON ARDOISE LAURÉAT;;;UNITE;200,00;5;24,00;0,00;0,00;0,00;0,00;0;0;100
1310;PLASTIC JETON;6953025653215;;UNITE;300,00;5;5,00;0,00;0,00;0,00;0,00;0;0;200
1311;BATTONET PLASTIQUE;;;UNITE;500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;250
1312;GOURDE LUCKY 550ML;6926924082417;;UNITE;1 500,00;5;9,00;0,00;0,00;0,00;0,00;0;0;1000
1313;TAILLE CRAYON AVEC GOMME;;;UNITE;500,00;5;10,00;0,00;0,00;0,00;0,00;0;0;400
1314;COLLE LIQUIDE 100ML;6389132100012;;UNITE;500,00;5;12,00;0,00;0,00;0,00;0,00;0;0;300
1315;STYLO CORRECTEUR 12ML;;;UNITE;500,00;5;24,00;0,00;0,00;0,00;0,00;0;0;250
1316;ENVELOPPE A4 KRAFT;;;UNITE;100,00;5;25,00;0,00;0,00;0,00;0,00;0;0;50
1317;ENVELOPPE A4 POCHETTE;;;UNITE;100,00;5;25,00;0,00;0,00;0,00;0,00;0;0;50
1318;ENVELOPPE A5 KRAFT;;;UNITE;50,00;5;25,00;0,00;0,00;0,00;0,00;0;0;20
1319;ENVELOPPE A5 POCHETTE;;;UNITE;50,00;5;25,00;0,00;0,00;0,00;0,00;0;0;20
1320;ENVELLOPPE A6 KRAFT;;;UNITE;25,00;5;75,00;0,00;0,00;0,00;0,00;0;0;15
1321;ENVELLOPPE BLANCHE A6;;;UNITE;25,00;5;50,00;0,00;0,00;0,00;0,00;0;0;15
1322;CLASSEUR 50 POCHES;6962225120519;;UNITE;1 250,00;5;5,00;0,00;0,00;0,00;0,00;0;0;1000
1323;MARQUEUR SCHNEIDER NOIR;4004675006493;;UNITE;500,00;5;10,00;0,00;0,00;0,00;0,00;0;0;300
1324;MARQUEUR SCHNEIDER BLEU;4004675006554;;UNITE;500,00;5;10,00;0,00;0,00;0,00;0,00;0;0;300
1325;MARQUEUR SCHNEIDER ROUGE;4004675006523;;UNITE;500,00;5;10,00;0,00;0,00;0,00;0,00;0;0;300
1326;CHEMISE PLASTIQUE;;;UNITE;500,00;5;10,00;0,00;0,00;0,00;0,00;0;0;300
1327;AGRAFEUSE METAL TOMMY;6930447100022;;UNITE;3 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;3000
1328;AGRAPHES 10000 STAPLES;6973071281156;;UNITE;250,00;5;10,00;0,00;0,00;0,00;0,00;0;0;125
1329;SCOTCH 33MM;;;UNITE;250,00;5;12,00;0,00;0,00;0,00;0,00;0;0;125
1330;SCOTCH 50MM;;;UNITE;1 250,00;5;6,00;0,00;0,00;0,00;0,00;0;0;900
1331;RAMETTE A4 PAPERLINE 2000;8991389130117;;UNITE;3 000,00;5;10,00;0,00;0,00;0,00;0,00;0;0;2200
1332;GOURDE SPORTY 550ML;6269189914018;;UNITE;1 500,00;5;10,00;0,00;0,00;0,00;0,00;0;0;1000
1333;BIDON DEAU HANDSOME CUP DE 700ML;6962725805510;;UNITE;1 500,00;5;10,00;0,00;0,00;0,00;0,00;0;0;1000
1334;ENVELOPPE POCHETTE A3;;;UNITE;150,00;5;25,00;0,00;0,00;0,00;0,00;0;0;90
1335;ACE MAISON DE 1L;8001480700178;;BIDON;1 500,00;5;18,00;0,00;0,00;0,00;0,00;0;0;1167
1336;SUCRE AROME VANILLE PAQUET DE 10 SACHETS DE 75G;6111005054098;;PAQUET;1 000,00;5;7,00;0,00;0,00;0,00;0,00;0;0;786
1337;SURE AROME VANILLE DETAIL;;;STICK;125,00;5;70,00;0,00;0,00;0,00;0,00;0;0;78
1338;FLOCONS DAVOIINE 500G;6111045000925;;UNITE;2 000,00;5;20,00;0,00;0,00;0,00;0,00;0;0;1800
1339;ANTIBACTERIEN ONI DE 1L;6111259732636;;BIDON;1 250,00;5;18,00;0,00;0,00;0,00;0,00;0;0;1000
1340;BABY TURCO MAXI 8-18KG DE 30PCS;8682241200689;;UNITE;4 000,00;5;4,00;0,00;0,00;0,00;0,00;0;0;3500
1341;BABY TURCO XLARGE 16+ KG DE 20PCS;8682241200702;;UNITE;4 000,00;5;4,00;0,00;0,00;0,00;0,00;0;0;3500
1342;BABY TURCO JUNIOR 12-25KG DE 24 PCS;8682241200696;;UNITE;4 000,00;5;4,00;0,00;0,00;0,00;0,00;0;0;3500
1343;ALITKANE SEMOULE FINE;6111249943219;;UNITE;1 750,00;5;10,00;0,00;0,00;0,00;0,00;0;0;1500
1344;OMO MATIC CITRON VERVEINE DE 750G;6111026111787;;UNITE;2 000,00;5;16,00;0,00;0,00;0,00;0,00;0;0;1813
1345;LADYFIT COTTON PAD 3 NIGHT 6PCS;8682241205011;;UNITE;600,00;5;24,00;0,00;0,00;0,00;0,00;0;0;500
1346;LADYFIT COTTON PAD 2 LONG DE 7PCS;8682241205004;;UNITE;600,00;5;24,00;0,00;0,00;0,00;0,00;0;0;500
1347;LEMON SCENT DE 4L;8682005386550;;BIDON;4 000,00;5;4,00;0,00;0,00;0,00;0,00;0;0;3000
1348;SERVIETTES DE TABLE DOUCES & RESISTANCE IRIS;6111222000755;;UNITE;750,00;5;25,00;0,00;0,00;0,00;0,00;0;0;550
1349;SERVIETTES DE TABLE JOY 30X30;4756982345863;;UNITE;750,00;5;20,00;0,00;0,00;0,00;0,00;0;0;688
1350;HUILOR VITAMINE E OMEGA 6;6111024001226;;BIDON;11 000,00;5;6,00;0,00;0,00;0,00;0,00;0;0;10000
1351;HUILE LESIEUR EQUILIBRE DE 5L;6111024001974;;BIDON;11 000,00;5;6,00;0,00;0,00;0,00;0,00;0;0;9500
1352;BISCUITS WAFERS COCONUT FLAVOUR;8697439305008;;UNITE;500,00;5;24,00;0,00;0,00;0,00;0,00;0;0;375
1353;BISCUITS WAFERS ORANGE RICH FLAVOR;8697439300348;;UNITE;500,00;5;24,00;0,00;0,00;0,00;0,00;0;0;375
1354;BISCUITS WAFERS MILK CREAM;8697439300256;;UNITE;500,00;5;24,00;0,00;0,00;0,00;0,00;0;0;375
1355;BISCUITS WAFERS STRAWBERRY;8697439300102;;UNITE;500,00;5;24,00;0,00;0,00;0,00;0,00;0;0;375
1356;LAUNDRY POWDER HAND WASH;8684511000371;;UNITE;1 000,00;5;10,00;0,00;0,00;0,00;0,00;0;0;800
1357;BOUSHRA GREEN LEMON PERFUME DE 500ML;8681506287298;;BIDON;1 000,00;5;2,00;0,00;0,00;0,00;0,00;0;0;833
1358;BOUSHRA RED FRUITS PERFUME DE 500ML;8681506287304;;BIDON;1 000,00;5;3,00;0,00;0,00;0,00;0,00;0;0;833
1359;BOUSHRA LILAC PERFUME DE 500ML;8681506287441;;BIDON;1 000,00;5;3,00;0,00;0,00;0,00;0,00;0;0;833
1360;BOUSHRA GREEN APPLE PERFUME DE 500ML;8681506287281;;BIDON;1 000,00;5;4,00;0,00;0,00;0,00;0,00;0;0;833
